path,relative_path,class_name,label,patient_id,sha256,size_bytes,split
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1079).png,COVID/Covid (1079).png,COVID,1,,033b1be500b5f8dfc09c6389347714410266954df663d32b1ce1b82f57272597,104228,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1080).png,COVID/Covid (1080).png,COVID,1,,4814d5c91c246d4a0094abcaeb867d6b30b37b1b56321658fad7b9de39386069,106412,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1082).png,COVID/Covid (1082).png,COVID,1,,e19ab5cf078442477b87e32da6ec4151167407348751cd005fe97fb0a445f38a,104854,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1083).png,COVID/Covid (1083).png,COVID,1,,a2bd2d7ed3d9e420bfb851e71e4a24e4e156caa5997b27c7ca13e7dec498359a,101243,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1085).png,COVID/Covid (1085).png,COVID,1,,66d8e8b003bb23113d2ce0e618d03009de954000af833c2f303f7c21757912fd,101627,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1086).png,COVID/Covid (1086).png,COVID,1,,9319ff8d858ca0c83fbb07bf15ca0964b588c276075c9508cd7b6ed340c209e4,94880,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1087).png,COVID/Covid (1087).png,COVID,1,,d8ff15f627395159e8dcff4f4a71ff2f44be766b23a82a01dc93165727662781,96553,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1088).png,COVID/Covid (1088).png,COVID,1,,28a83f48c94460d57ecf37cb4acab94082b126ce2029a8bae84e05ec5881babf,92819,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1089).png,COVID/Covid (1089).png,COVID,1,,ccbed17f3cb31e2c8e728f6957568dd6697c9e2a75e75764acc4af1820effb35,90628,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (109).png,COVID/Covid (109).png,COVID,1,,93adb8ff61183f3da8c5ca60cd95faceee3fb27d433254d543d067b9f3e38c3a,126923,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1090).png,COVID/Covid (1090).png,COVID,1,,de99e200211b887fcef5661a54174a4f5483c5593bc3b0a96bddc0c8190d2322,91767,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1091).png,COVID/Covid (1091).png,COVID,1,,c735154e636394765238166f0bf2e5af80962b2521960c0d2a8948b0a51276c3,81944,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1092).png,COVID/Covid (1092).png,COVID,1,,801d355db1631e5220b793cf0f99e6b7fade7e7fc134c80fad99142d7d594431,78121,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1094).png,COVID/Covid (1094).png,COVID,1,,5312eba15fdb348b4a039a213ca31686876865b874c956c6d7af15b18669ba9d,77368,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1095).png,COVID/Covid (1095).png,COVID,1,,30d3d6ecd8fb179cd238be8ba80d1eaf0ce73a34f82d8f3b8098141909e89d3e,77162,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1096).png,COVID/Covid (1096).png,COVID,1,,feb6b76c668036f6a04ed488710e8a2bf31089d24aea3aec05e318f9015fd799,73465,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1097).png,COVID/Covid (1097).png,COVID,1,,c2c8bd28a3f27d92bdc2beab376aa9c68d87c7ebe842f2f939e89b300503f195,70416,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1098).png,COVID/Covid (1098).png,COVID,1,,20df5ee4eb5c997f29c9864f77f501732da9566fa43d58c567448ca87f43bdf0,69309,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1099).png,COVID/Covid (1099).png,COVID,1,,2b6c09ff3876ae5e6ba17bcb32f5361ab121622aeebbc1a3e75b8bfc3f413626,69810,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1100).png,COVID/Covid (1100).png,COVID,1,,8ebd233c067295e9d6d4bf4626613940dfa21f5498fa6ad75335a6b5079699d7,61210,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1101).png,COVID/Covid (1101).png,COVID,1,,73d8553c970dceb8a093f68fe7f30ca4fc54501dd12e5c0fee3e263e4993d6de,59370,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1102).png,COVID/Covid (1102).png,COVID,1,,450c46c4db581a0e8ef306b69c8bf301c84b414f941637a865f2a06f84e4005b,58958,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1103).png,COVID/Covid (1103).png,COVID,1,,bac9b84ea6795e08c0dec06eecdefc1fbf3d06c6caffedb10040c9a787d59a75,60042,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1104).png,COVID/Covid (1104).png,COVID,1,,539a43625317d80ed5ddac30101a6ca73c3813a338462697bde60bdf2ba9dff9,58740,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1105).png,COVID/Covid (1105).png,COVID,1,,a188575f7a1d82ded38a16e5021640bb5e3f61e8aeb1883dd0822c1ac6802fc1,51943,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1106).png,COVID/Covid (1106).png,COVID,1,,af00deec4d447930e1c1c66e4fd0943fe18b120f1eb1425d1dd4397314e474ad,57568,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1107).png,COVID/Covid (1107).png,COVID,1,,b7981e0d7fa7c6886ce11184c5834ee35bbaecbc77f36e4c32d3c7bb8fbeb229,54461,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1108).png,COVID/Covid (1108).png,COVID,1,,f80c3764735e512ed22b9a5f8378f3b75b03dbf3315bf45eaac8735762e882b3,48097,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1109).png,COVID/Covid (1109).png,COVID,1,,51740d67c46f2632cea4ca35789d32aaafaa39e3d4cb8719f0141ed81debf41a,49679,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (111).png,COVID/Covid (111).png,COVID,1,,b93e353ff38c25b9ca59352f7411933fc0c688c6834c50f74153dfef794f4793,126429,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1110).png,COVID/Covid (1110).png,COVID,1,,e3bdf7a11457af711be461660354697a22bd4a25cacd462618387881bdcf6370,42622,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1111).png,COVID/Covid (1111).png,COVID,1,,de7f0204c9d1c4fdca20340eed06ab9dbf491e71d84ff3ba25faf3144ed702bb,41129,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1113).png,COVID/Covid (1113).png,COVID,1,,4acea200c2a50f4f15946dba19ac829d33d2841ba4c1e98166d344f17914a377,37360,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1114).png,COVID/Covid (1114).png,COVID,1,,0a057efe0eca06af10244b5d11046232ca0d25fdb6ea3238d95e4687210151d1,87045,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1115).png,COVID/Covid (1115).png,COVID,1,,07718c926cabcbaf387bde8e9ffba1472ec065da950b1cb01cfa69da2cb154ca,92315,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1117).png,COVID/Covid (1117).png,COVID,1,,e404c6e9d7252c1023dc50becbf07ecf93bb05ab99ad260b656b9c0dca7f6c3c,92996,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (112).png,COVID/Covid (112).png,COVID,1,,df3a88dcb1e254daae67ab083b4470d34140e88e4da7cd9c576cd04f79a8cd79,127797,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1120).png,COVID/Covid (1120).png,COVID,1,,c09347936430def97d206ba320ec89c2095ac202e15b2286d8fc3c155baab32c,94237,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1121).png,COVID/Covid (1121).png,COVID,1,,acd7f6ee09079c4f8270b9a4d20fd1acc4a43e7dcce43fececf956bba609f4ee,92836,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1122).png,COVID/Covid (1122).png,COVID,1,,23d6d49b9be7157dc81c4f53c41c65058399df35e0deefa23988c083640bd4ed,95059,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1124).png,COVID/Covid (1124).png,COVID,1,,9a067745c88c50cfe6ce45426c4549bc853f260880db8049c2b7e2eaa5537ee1,97060,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1125).png,COVID/Covid (1125).png,COVID,1,,dc32c897fd2b116793ecc8f380e247eeaff2d3d960b9fe7e1192c46080f20658,94802,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1127).png,COVID/Covid (1127).png,COVID,1,,9a66b92c1f9bd8ea3ece9ebba7f49f7f58e4fd077d492bb6e43158794bd251b8,95249,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1128).png,COVID/Covid (1128).png,COVID,1,,6e85f1b864efaf3357b58f22cb51f4ea11cba34a3fe986ad691c014268e0df91,99656,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1129).png,COVID/Covid (1129).png,COVID,1,,9fe852696be3c2b2db68cbd97db4a76967798ff13fd3f7023e16b9b1ed9923aa,96659,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (113).png,COVID/Covid (113).png,COVID,1,,d82ff540b23236f9210eef33c563c08e7bf30c9ba08174526142f314a1e1b748,129987,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1132).png,COVID/Covid (1132).png,COVID,1,,45a651e59c5c675bd2165b3731c0e4e567317e767a31f667685675d6be9868d2,97491,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1134).png,COVID/Covid (1134).png,COVID,1,,200b58bca4e8166585bd51c20b28038e4968c08c2e3723e1d468cffd838239b3,98212,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1135).png,COVID/Covid (1135).png,COVID,1,,cbc5fe50368fe041f22e9bceb47a2ec6ce7a367451d146ededd93d750cdeb3a8,91638,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1137).png,COVID/Covid (1137).png,COVID,1,,4f255b8717af8fb42621aa9d3657b3c08fe662827e9b2a36fe13c328f2a49935,91446,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1140).png,COVID/Covid (1140).png,COVID,1,,d70de7bb77b13df6f8242f71e06ebb70b28af3fe0413d22976e3e3ceab877995,82724,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1141).png,COVID/Covid (1141).png,COVID,1,,ea3f543924831d153e60354b1755f33e24836806192f66f886e02cb4c1d526f1,84361,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1142).png,COVID/Covid (1142).png,COVID,1,,2dda04bd0ffd12e0c94bb07e19a2e92ef9b27d59fbd9f3f6b37336a42eedad0a,83432,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1143).png,COVID/Covid (1143).png,COVID,1,,04932318c778800cf320982c83a4c61313ab719f10e636f5d2d55b4d6dbeb1fb,82549,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1144).png,COVID/Covid (1144).png,COVID,1,,cf58e07005917305c2ad752089692bd7e0f0fdbdcd1eb3b9713964096acb9288,83169,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1145).png,COVID/Covid (1145).png,COVID,1,,566d31b488fc8b0448a188a235aa029331bf4a7979fa527badaceceaf5da7d83,81280,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1147).png,COVID/Covid (1147).png,COVID,1,,cf808602058ee01d1d3085b4c48f98d9ec1948bfd844f4008ca2c4ec8117777a,71636,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1148).png,COVID/Covid (1148).png,COVID,1,,e3069a808e395d80f07fc822896dd4b5b1fe204160c8dd40384f57744055abf8,67838,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1149).png,COVID/Covid (1149).png,COVID,1,,4d9e72b45ce32293602e1294917e9d0ead2c945ffeb6184dc568752b57c66d89,62569,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (115).png,COVID/Covid (115).png,COVID,1,,247d6acb92e81700fdd4ded1b3f959df3bff1f772155bce86b44926cf9f247cd,133242,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1151).png,COVID/Covid (1151).png,COVID,1,,2166c25bcc45a8d9e3ba1155c43159c0b7be69a9f40a6cf26cfebfedc8a25cc5,50590,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1152).png,COVID/Covid (1152).png,COVID,1,,472eef64473523cf5ee02d5f7734079175677f8051a3db9c9b7adc85f05e3dad,44539,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1153).png,COVID/Covid (1153).png,COVID,1,,0a7849c1cad641a696b1075302ad651d6f158d790c91c1ca562b07d3aa29ced2,40088,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1154).png,COVID/Covid (1154).png,COVID,1,,31f0f07abcbc5ff328ed4df3260e7dfaf60fa00294e709353933e22cd1a85308,34781,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1155).png,COVID/Covid (1155).png,COVID,1,,3832d0dc3a100d49af7c5bea93f41c009d5e0d841129b469dd24e9bbd6480e27,80892,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1156).png,COVID/Covid (1156).png,COVID,1,,18c297a8b886b1165e05ee13c9b2c4de53ad819f28c668b41091106c5f3f6802,84167,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1157).png,COVID/Covid (1157).png,COVID,1,,d9017b6fa94b539158522610dde621e1d189bc164baa33839165c50fabb3e697,89523,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1158).png,COVID/Covid (1158).png,COVID,1,,5ab9a6e94db48f23ead1232fbc8499fe536b20446eb89959e0c78cca0e79766b,84336,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1159).png,COVID/Covid (1159).png,COVID,1,,c76b777a758f418b48202065d287bded64681860739dd3f66d04e3a6aa7d9ff0,88136,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1160).png,COVID/Covid (1160).png,COVID,1,,1be1438fbccd32f5d77325522b36121b5739bbbf723644f0a1f5396735032712,83148,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1161).png,COVID/Covid (1161).png,COVID,1,,1f8aff234bcfeaab8d82f50a2ae569c36f902f85e225b97132643095af64a2aa,87614,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1162).png,COVID/Covid (1162).png,COVID,1,,3bcbb315428ba1d14b7ef4a62a6884664567ea3a11d2aa34550bd04f73354e82,89824,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1163).png,COVID/Covid (1163).png,COVID,1,,844491d921f728f8b5ce6f872a08e770475b362aad6fc22ec25e402c80e4abaf,88006,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1164).png,COVID/Covid (1164).png,COVID,1,,c3c5a96caedb2b6a82273408e89798b1424959d1b5d3c3d6fa531ac197a9017f,103154,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1165).png,COVID/Covid (1165).png,COVID,1,,9e58857bdf5d5d5941d44433c2ac8752ce3526b7db5cfea1ae59a8ba6449b861,93520,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1167).png,COVID/Covid (1167).png,COVID,1,,dfbc1707f2edfb566782bac4dd899cebac6cb103bd4e107fc3d3e556fb652fbd,96574,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1168).png,COVID/Covid (1168).png,COVID,1,,e4f9d4c7a5040bd038326b0eb57328810660f2c49612605b74e68a21cc8f0642,93606,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (117).png,COVID/Covid (117).png,COVID,1,,f59caca6b3050b35c0e7a27afee72905d0b123998aab870bbf2b70d1b9a1e6b9,142537,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1170).png,COVID/Covid (1170).png,COVID,1,,b0a62e877f1bafc3081c06223cfd1d78b37714beee0c325fe6f5e68c5d8a1d96,96267,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1171).png,COVID/Covid (1171).png,COVID,1,,042f6d6c74dd28e40af2ed634a551993fe56d079841052a9b8b1c950cef1e1ff,85263,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1173).png,COVID/Covid (1173).png,COVID,1,,2d54cd025ec39e58f631423f123ebcceb17f214e78217776bb9317013b2d6d3a,93851,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1174).png,COVID/Covid (1174).png,COVID,1,,8029a8ae085133b5e49be5442f45cf21e238cebeb2f5615bf4a6e6bd73b6f4ba,96037,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1175).png,COVID/Covid (1175).png,COVID,1,,786304509c6f62920d5c3ba2cf07ac3a410800b97b0e29d6f35ce22c763302bd,93798,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1177).png,COVID/Covid (1177).png,COVID,1,,798daf17d3818895656d791addc1b22ec47fe1ac16ede1af92b8cbc2ce8b724c,92434,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1179).png,COVID/Covid (1179).png,COVID,1,,6a86a1864fc52ca55cbbb0a08a099a90971b5e434cf61720193810e9d17c1449,90236,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (118).png,COVID/Covid (118).png,COVID,1,,42c36494b26d28de4dabfef33fa52abbac687cc2363f40a070c1be9cca85dd2c,143383,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1180).png,COVID/Covid (1180).png,COVID,1,,d01cbb0c11e1750123a199ff52dc99df455106091b6a750b96071fbd022505ce,86544,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1181).png,COVID/Covid (1181).png,COVID,1,,5415267951d49b47135de43c594e77c657656f0df6926b127c2389ead4609482,86283,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1184).png,COVID/Covid (1184).png,COVID,1,,8a95967e9cc68a39399cc5724f657530a41f0c4a511fa073ac0bf0c878757033,76432,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1186).png,COVID/Covid (1186).png,COVID,1,,6a30ec68d6336f82591f363475f8b1aa1913d462b2ae45abb53b0bf605304527,71237,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1189).png,COVID/Covid (1189).png,COVID,1,,b9bc3345e31ed47aeb03248e2d68567a6f2ac62492bf3cf071f3e272619d1e31,53975,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1190).png,COVID/Covid (1190).png,COVID,1,,b1eba4b4cc2c108338cd85f4cf410bb4e181509e89e26b03abdfe34704ce3eff,53212,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1192).png,COVID/Covid (1192).png,COVID,1,,8ae9a2c26405966b9895dfc9649b3cc1822429c50a1f186f65e6149c671f1c50,40441,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1193).png,COVID/Covid (1193).png,COVID,1,,14b7f548c9dd5e31e5c97fc72f27b51b4e914ccc3ea6000455adedd2192f779e,83767,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1194).png,COVID/Covid (1194).png,COVID,1,,c8a8b6e3e3fc4f54fba597688fafc73af0706dddc8ccb09ebee025cea7202ed5,85664,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1195).png,COVID/Covid (1195).png,COVID,1,,58fe85c02650d5c803cb5a12c977aa93f7e959935872730df3b9a8f2b854d926,84507,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1196).png,COVID/Covid (1196).png,COVID,1,,8d809b8643b6e00e0575c1a8bcbf75e5371fb599471c655bc75a884a107636c3,82226,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1198).png,COVID/Covid (1198).png,COVID,1,,a7c6aed55034b6a3a88b08d93cc7206aa2cdc6e38849a24c5679e06ac07be530,79556,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1199).png,COVID/Covid (1199).png,COVID,1,,5bf0e550eb9f5ed6f6ce2c6bc248ea5225c60877760e50915f4da7ccd1318e24,83338,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (120).png,COVID/Covid (120).png,COVID,1,,bc88806c838bc812652ae62cb3b9f490a05534c87b1c2b207c1c79007bc83af4,174939,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1200).png,COVID/Covid (1200).png,COVID,1,,016577d55d834cdfe5217b8aba24afa53e64425cacd4a2de30e31f023e503279,85144,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1201).png,COVID/Covid (1201).png,COVID,1,,11ee7e519ea71f42ba4b7dc9e3fae17f45760b724c7c44475e9004cafc582a3e,93621,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1202).png,COVID/Covid (1202).png,COVID,1,,4aad977a1fc132b4b63eef1960faaf7e762da6b1adc037779282b2d8e1a60960,89990,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1203).png,COVID/Covid (1203).png,COVID,1,,f92556e2160ad053d2e0513a72eaed6a739b3c3f300f3fac72e86453f46ee054,88169,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1204).png,COVID/Covid (1204).png,COVID,1,,c0ce047c6878f7a8d9d823fc29a44a9787e540f434f73fe8808cc3965d6096ac,90221,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1205).png,COVID/Covid (1205).png,COVID,1,,42b68d832187e9583c23bd59c39843665295837297625cc1ea75a824e52ace4c,86060,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1207).png,COVID/Covid (1207).png,COVID,1,,3a768fa873c73fa3bb905feb6e336e6793769f0925c5d463a59a3857b8dfc75c,92553,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1208).png,COVID/Covid (1208).png,COVID,1,,055bb7476ec4e8bc6bd8f1939ce46fb061985fab144aa3ff5f685fd53a7d46fb,89411,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (121).png,COVID/Covid (121).png,COVID,1,,0d374e04b110a74dd669429af9d59157b63df0797f19667ddbb39e5c51bd8b4a,131281,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1212).png,COVID/Covid (1212).png,COVID,1,,5ff742a7f5b080b7ff5ee434c27e21dfd20a4cfdb774e8b63cf8c6b443300861,87027,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1213).png,COVID/Covid (1213).png,COVID,1,,13c17e1b4ec20c86d04ae2b43c9243a5ee3e8e96e95581dc39cf7f681a489289,87923,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1214).png,COVID/Covid (1214).png,COVID,1,,14ce8416ee0875a067ffcd5fd9b309a275ef757db2ae02e81b31966a334df2e2,86617,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1216).png,COVID/Covid (1216).png,COVID,1,,d8a3645cdc17496431b0e77bb82cb5cc30682a1c01173bebebe6ba2bb53f32bc,94771,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1217).png,COVID/Covid (1217).png,COVID,1,,08013cba02ed456f02b5ca645b14157306e32ce9086bb92beb9504b4d98d3693,85538,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1218).png,COVID/Covid (1218).png,COVID,1,,ee6a3004f0b88fe3eb0733a18d11cdd82dc3684e8f2f3bb072798c73e76aac76,80395,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1219).png,COVID/Covid (1219).png,COVID,1,,23999e8acbd3a52a6bfbbfad01338bac2e5d9a08f7568d4687a67fc0142b616f,89960,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (122).png,COVID/Covid (122).png,COVID,1,,5316455ff117cc98de1351551fb36f9e691563a08147273fe7def0f0b4308812,143162,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1222).png,COVID/Covid (1222).png,COVID,1,,37699d86a874edfff64e6ef282ae036aa7255fabb65cfed6bfa0bcdd01a704f6,85885,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1223).png,COVID/Covid (1223).png,COVID,1,,7849a2a72e3bb6a271a26203a541fe748c13f3f08aa22bf985e020e8089472bd,88946,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1225).png,COVID/Covid (1225).png,COVID,1,,a443b7aad7dde5e6754b696b95b06775468285e3d59d41778b864deb65ab7bb7,82695,train
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1226).png,COVID/Covid (1226).png,COVID,1,,6ac5c60e0d8663cf3e0ec09d1feb7cedd488578a25477e99ef110fb9be47904d,84943,train
